year,round,total_points,tele_points,jury_points,from_country_name,to_country_name,capital_distance_km,border_distance_km
2009,final,8,NA,NA,Belarus,Russia,675.1152878582953,0
2009,final,6,NA,NA,Belarus,Ukraine,434.7348001230938,0
2009,final,0,NA,NA,Belarus,Denmark,979.725235767406,553.685523872476
2009,final,0,NA,NA,Belarus,Moldova,772.0217522414628,333.81661656106047
2009,final,0,NA,NA,Belarus,Portugal,3233.249714118137,2502.4954150309322
2009,final,0,NA,NA,Belarus,Israel,2533.9746682698774,2035.5163313458743
2009,final,0,NA,NA,Belarus,Albania,1511.6780921744373,1028.5860042029396
2009,final,0,NA,NA,Belarus,Croatia,1220.8815949776354,716.3085546694467
2009,final,0,NA,NA,Belarus,Romania,1057.9731697000054,363.87984832803585
2009,final,0,NA,NA,Belarus,Germany,954.22663581145,569.8056231710168
2009,final,0,NA,NA,Belarus,Sweden,837.0069019751627,466.65106861636417
2009,final,0,NA,NA,Belarus,Malta,2241.85818962036,1876.4928363345325
2009,final,0,NA,NA,Belarus,Lithuania,170.01797145567514,0
2009,final,0,NA,NA,Belarus,Spain,2765.3440024796414,1838.2881053892938
2009,final,0,NA,NA,Belarus,Finland,715.6094095205799,471.1615086308
2009,final,10,NA,NA,Belgium,Norway,1086.910268842255,733.7666471583017
2009,final,0,NA,NA,Belgium,Iceland,2129.7949388564616,1777.9631383501462
2009,final,3,NA,NA,Belgium,Azerbaijan,3662.1342250102916,3117.5590264748253
2009,final,12,NA,NA,Belgium,Turkey,2514.5010721462468,1800.1559453743541
2009,final,0,NA,NA,Belgium,United Kingdom,318.9562193536296,80.24777008581204
2009,final,0,NA,NA,Belgium,Estonia,1600.2249577519437,1279.9326404320493
2009,final,5,NA,NA,Belgium,Greece,2089.6290352871424,1525.4702505981359
2009,final,1,NA,NA,Belgium,France,261.48260690909154,0
2009,final,0,NA,NA,Belgium,Bosnia & Herzegovina,1309.3403558338348,892.0227934035338
2009,final,7,NA,NA,Belgium,Armenia,3299.0580657421515,3017.918184881579
2009,final,0,NA,NA,Belgium,Russia,2254.8931312207133,994.6291053168218
2009,final,0,NA,NA,Belgium,Ukraine,1837.5306782638286,1154.1005398528264
2009,final,0,NA,NA,Belgium,Denmark,767.2078770327018,450.36330405006447
2009,final,4,NA,NA,Belgium,Moldova,1832.5808243281974,1481.2043074026708
2009,final,6,NA,NA,Belgium,Portugal,1710.53432047186,1212.8330685516075
2009,final,8,NA,NA,Belgium,Israel,3296.082846117788,3020.489115646928
2009,final,0,NA,NA,Belgium,Albania,1589.1718863276526,1310.9569018452207
2009,final,0,NA,NA,Belgium,Croatia,1024.4120756319223,730.0466437882947
2009,final,0,NA,NA,Belgium,Romania,1770.9783409065965,1126.3697941252442
2009,final,2,NA,NA,Belgium,Germany,652.0964512958923,0
2009,final,0,NA,NA,Belgium,Sweden,1283.3332757001806,668.7809019342449
2009,final,0,NA,NA,Belgium,Malta,1849.2637095296757,1658.165615344226
2009,final,0,NA,NA,Belgium,Lithuania,1469.1199989910879,1102.2022841401008
2009,final,0,NA,NA,Belgium,Spain,1315.2564403920965,805.1163956348959
2009,final,0,NA,NA,Belgium,Finland,1649.999658545765,1311.9482812993683
2009,final,10,NA,NA,Bosnia & Herzegovina,Norway,1858.5179290293927,1526.067588559268
2009,final,0,NA,NA,Bosnia & Herzegovina,Iceland,3372.374425564651,2833.4547914708605
2009,final,3,NA,NA,Bosnia & Herzegovina,Azerbaijan,2609.9785732354717,2090.7617128980028
2009,final,7,NA,NA,Bosnia & Herzegovina,Turkey,1273.5276417991581,594.6038437394028
2009,final,4,NA,NA,Bosnia & Herzegovina,United Kingdom,1618.6008593689473,1254.6438250229207
2009,final,0,NA,NA,Bosnia & Herzegovina,Estonia,1785.3468118112096,1443.3657246581656
2009,final,5,NA,NA,Bosnia & Herzegovina,Greece,791.8343310114404,281.51391279688926
2009,final,6,NA,NA,Bosnia & Herzegovina,France,1348.651808714986,542.3991604443971
2009,final,0,NA,NA,Bosnia & Herzegovina,Bosnia & Herzegovina,0,0
2009,final,0,NA,NA,Bosnia & Herzegovina,Armenia,2187.36420169048,1971.8772840417698
2009,final,0,NA,NA,Bosnia & Herzegovina,Russia,1900.1752553106821,1039.5035054160076
2009,final,0,NA,NA,Bosnia & Herzegovina,Ukraine,1171.3989442355041,434.78470421071864
2009,final,0,NA,NA,Bosnia & Herzegovina,Denmark,1378.6595867033693,1075.6096270541225
2009,final,0,NA,NA,Bosnia & Herzegovina,Moldova,888.5889677815852,669.8326759281741
2009,final,1,NA,NA,Bosnia & Herzegovina,Portugal,2357.107713899178,1807.9107077344395
2009,final,8,NA,NA,Bosnia & Herzegovina,Israel,1989.2447688992872,1787.463514371072
2009,final,0,NA,NA,Bosnia & Herzegovina,Albania,304.1015079296297,76.97312368954228
2009,final,12,NA,NA,Bosnia & Herzegovina,Croatia,289.1109309865707,0
2009,final,0,NA,NA,Bosnia & Herzegovina,Romania,618.9302353725058,130.31499317652452
2009,final,2,NA,NA,Bosnia & Herzegovina,Germany,1031.4632035196196,331.6021911216939
2009,final,0,NA,NA,Bosnia & Herzegovina,Sweden,1722.5284132673892,1135.7092579916155
2009,final,0,NA,NA,Bosnia & Herzegovina,Malta,943.3673485066366,809.4934337646706
2009,final,0,NA,NA,Bosnia & Herzegovina,Lithuania,1303.91327169532,1046.315847969054
2009,final,0,NA,NA,Bosnia & Herzegovina,Spain,1853.9462291966486,1037.3418203958292
2009,final,0,NA,NA,Bosnia & Herzegovina,Finland,1867.6634885911676,1650.4850925744563
2009,final,2,NA,NA,Bulgaria,Norway,2097.4507722990365,1797.548386354725
2009,final,5,NA,NA,Bulgaria,Iceland,3704.101917993141,3202.407403230632
2009,final,8,NA,NA,Bulgaria,Azerbaijan,2216.392862753121,1368.1691651095193
2009,final,10,NA,NA,Bulgaria,Turkey,853.768758463108,0
2009,final,7,NA,NA,Bulgaria,United Kingdom,2014.1621023689802,1757.7257399942182
2009,final,0,NA,NA,Bulgaria,Estonia,1865.0856940555254,1487.7411753692227
2009,final,12,NA,NA,Bulgaria,Greece,523.8068412494432,0
2009,final,0,NA,NA,Bulgaria,France,1759.3041021183499,1045.7893357114976
2009,final,4,NA,NA,Bulgaria,Bosnia & Herzegovina,419.9068079935064,221.0745391719251
2009,final,6,NA,NA,Bulgaria,Armenia,1784.0482165086837,1248.8094671065758
2009,final,0,NA,NA,Bulgaria,Russia,1778.6369450570592,654.2413797751599
2009,final,0,NA,NA,Bulgaria,Ukraine,1021.5053561947997,147.13927052747906
2009,final,0,NA,NA,Bulgaria,Denmark,1638.2434144317378,1316.0958165632758
2009,final,0,NA,NA,Bulgaria,Moldova,649.1385461951688,163.18936340177518
2009,final,0,NA,NA,Bulgaria,Portugal,2753.538054511013,2335.208378362819
2009,final,0,NA,NA,Bulgaria,Israel,1602.4414409238345,1168.766063686439
2009,final,0,NA,NA,Bulgaria,Albania,325.93179868951876,149.12875278314982
2009,final,0,NA,NA,Bulgaria,Croatia,679.7179434932168,271.11930394294734
2009,final,0,NA,NA,Bulgaria,Romania,296.8982864091918,0
2009,final,0,NA,NA,Bulgaria,Germany,1319.6284904799163,823.1696560387487
2009,final,0,NA,NA,Bulgaria,Sweden,1886.6657469412542,1380.4186713846657
2009,final,0,NA,NA,Bulgaria,Malta,1067.8352531347493,946.7076410817973
2009,final,1,NA,NA,Bulgaria,Lithuania,1342.25084726939,1081.508132022713
2009,final,0,NA,NA,Bulgaria,Spain,2251.730169344704,1533.5969748036262
2009,final,3,NA,NA,Bulgaria,Finland,1948.1357070721965,1733.1735900509823
2009,final,8,NA,NA,Croatia,Norway,1605.321634903705,1398.4499970606105
2009,final,2,NA,NA,Croatia,Iceland,3085.0364033531755,2715.7842973882402
2009,final,10,NA,NA,Croatia,Azerbaijan,2795.085255372971,2108.8576832172894
2009,final,1,NA,NA,Croatia,Turkey,1519.5888263346897,647.7977192207652
2009,final,4,NA,NA,Croatia,United Kingdom,1336.795328627868,1091.9826960131984
2009,final,6,NA,NA,Croatia,Estonia,1622.1126223133472,1320.6753756154997
2009,final,7,NA,NA,Croatia,Greece,1080.4991136543204,267.38836693118594
2009,final,0,NA,NA,Croatia,France,1081.177740197174,406.2637566844352
2009,final,12,NA,NA,Croatia,Bosnia & Herzegovina,289.1109309865707,0
2009,final,0,NA,NA,Croatia,Armenia,2389.2720170291473,1994.0653306134202
2009,final,0,NA,NA,Croatia,Russia,1867.0043480599834,910.2214666177225
2009,final,0,NA,NA,Croatia,Ukraine,1192.1257657755955,374.7048588029811
2009,final,0,NA,NA,Croatia,Denmark,1122.2609550844004,943.7169940416363
2009,final,3,NA,NA,Croatia,Moldova,994.8222866693038,643.8881726375608
2009,final,0,NA,NA,Croatia,Portugal,2200.9071927212044,1641.6225553159204
2009,final,0,NA,NA,Croatia,Israel,2271.69980982296,1782.9160423521919
2009,final,5,NA,NA,Croatia,Albania,586.8092552425111,67.90185161429169
2009,final,0,NA,NA,Croatia,Croatia,0,0
2009,final,0,NA,NA,Croatia,Romania,807.9717501507785,107.35347589657766
2009,final,0,NA,NA,Croatia,Germany,768.3398197624105,222.47912307197706
2009,final,0,NA,NA,Croatia,Sweden,1510.344943454209,995.1318045568373
2009,final,0,NA,NA,Croatia,Malta,1109.3593482858494,793.8713006687767
2009,final,0,NA,NA,Croatia,Lithuania,1186.4609523630938,954.8753060797862
2009,final,0,NA,NA,Croatia,Spain,1700.746277647268,883.6714511183071
2009,final,0,NA,NA,Croatia,Finland,1701.9094744065596,1515.6016950111227
2009,final,10,NA,NA,Cyprus,Norway,3197.8061386402305,3047.043010377018
2009,final,5,NA,NA,Cyprus,Iceland,4875.944221801802,4489.07133546286
2009,final,8,NA,NA,Cyprus,Azerbaijan,1560.4931061618188,1000.9199146927227
2009,final,0,NA,NA,Cyprus,Turkey,531.1953741806408,75.95463981184845
2009,final,7,NA,NA,Cyprus,United Kingdom,3217.1663584586645,3042.051287834249
2009,final,3,NA,NA,Cyprus,Estonia,2770.5969418605405,2488.1778814729028
2009,final,12,NA,NA,Cyprus,Greece,914.9267348069926,393.18107769609156
2009,final,0,NA,NA,Cyprus,France,2951.7292218084226,2116.070412421923
2009,final,0,NA,NA,Cyprus,Bosnia & Herzegovina,1603.4804054738,1446.7166467364464
2009,final,4,NA,NA,Cyprus,Armenia,1127.1721883663647,934.9625644782825
2009,final,1,NA,NA,Cyprus,Russia,2311.814485230491,972.0271480702912
2009,final,0,NA,NA,Cyprus,Ukraine,1713.0919314177827,967.9478378694236
2009,final,6,NA,NA,Cyprus,Denmark,2775.9437384591765,2578.0368491610147
2009,final,0,NA,NA,Cyprus,Moldova,1368.9746202499584,1190.2125151857672
2009,final,0,NA,NA,Cyprus,Portugal,3763.8613461466757,3402.793452692515
2009,final,0,NA,NA,Cyprus,Israel,413.5844282089013,227.86046200377905
2009,final,0,NA,NA,Cyprus,Albania,1364.777049286213,1158.3996080585691
2009,final,0,NA,NA,Cyprus,Croatia,1880.5267586666182,1441.3367058393212
2009,final,2,NA,NA,Cyprus,Romania,1201.7940259779114,1006.2797328737352
2009,final,0,NA,NA,Cyprus,Germany,2489.880478994745,2107.0404276168374
2009,final,0,NA,NA,Cyprus,Sweden,2909.075731713047,2634.330895371478
2009,final,0,NA,NA,Cyprus,Malta,1705.1819416393162,1603.4364156731078
2009,final,0,NA,NA,Cyprus,Lithuania,2257.283232333405,2163.157624387073
2009,final,0,NA,NA,Cyprus,Spain,3282.9612779956237,2512.9815014245223
2009,final,0,NA,NA,Cyprus,Finland,2846.38230054645,2798.353755501049
2009,final,3,NA,NA,Czech Republic,Norway,1118.041144800522,877.689232277126
2009,final,2,NA,NA,Czech Republic,Iceland,2639.824233901766,2202.9889250923025
2009,final,10,NA,NA,Czech Republic,Azerbaijan,2941.215575558953,2223.5117502830394
2009,final,1,NA,NA,Czech Republic,Turkey,1826.6144989657312,1028.8960592651651
2009,final,6,NA,NA,Czech Republic,United Kingdom,1035.3242737200585,755.042953987983
2009,final,0,NA,NA,Czech Republic,Estonia,1227.6024816763536,884.1397931903443
2009,final,0,NA,NA,Czech Republic,Greece,1533.1943496421227,919.9006171300109
2009,final,0,NA,NA,Czech Republic,France,886.0194336847475,313.97202758953966
2009,final,0,NA,NA,Czech Republic,Bosnia & Herzegovina,753.87958662686,372.85843703151056
2009,final,12,NA,NA,Czech Republic,Armenia,2578.332459042666,2126.2287396766797
2009,final,8,NA,NA,Czech Republic,Russia,1665.2464862635038,477.4536244241864
2009,final,5,NA,NA,Czech Republic,Ukraine,1139.4391845604007,262.9147422811691
2009,final,0,NA,NA,Czech Republic,Denmark,634.8491541945624,420.9466596948433
2009,final,0,NA,NA,Czech Republic,Moldova,1111.2161465852669,585.6832311008317
2009,final,7,NA,NA,Czech Republic,Portugal,2245.794109945534,1701.0245969271912
2009,final,4,NA,NA,Czech Republic,Israel,2660.7698417908114,2265.40689494265
2009,final,0,NA,NA,Czech Republic,Albania,1057.9136787829511,696.6108164523014
2009,final,0,NA,NA,Czech Republic,Croatia,487.8197267398776,235.44878574207834
2009,final,0,NA,NA,Czech Republic,Romania,1077.6022797651087,321.1065784712401
2009,final,0,NA,NA,Czech Republic,Germany,280.5456754310329,0
2009,final,0,NA,NA,Czech Republic,Sweden,1054.6606462405734,480.76736776705883
2009,final,0,NA,NA,Czech Republic,Malta,1577.15270151388,1400.0907187742305
2009,final,0,NA,NA,Czech Republic,Lithuania,895.0598277013297,562.1605023463352
2009,final,0,NA,NA,Czech Republic,Spain,1775.021723443019,1068.0355429726676
2009,final,0,NA,NA,Czech Republic,Finland,1301.196847076505,1045.1289462783977
2009,final,12,NA,NA,Denmark,Norway,483.1946574606389,112.54233614878923
2009,final,10,NA,NA,Denmark,Iceland,2107.0913012427627,1468.4247661075815
2009,final,8,NA,NA,Denmark,Azerbaijan,3196.647244250815,2660.7656798291923
2009,final,6,NA,NA,Denmark,Turkey,2298.8126473460807,1675.1236051017167
2009,final,3,NA,NA,Denmark,United Kingdom,955.3462648445892,514.7014898114614
2009,final,5,NA,NA,Denmark,Estonia,835.3544132673672,521.6190512463606
2009,final,0,NA,NA,Denmark,Greece,2136.776222249128,1620.4640961364844
2009,final,2,NA,NA,Denmark,France,1026.684677433644,587.0492715459067
2009,final,0,NA,NA,Denmark,Bosnia & Herzegovina,1378.6595867033693,1075.6096270541225
2009,final,0,NA,NA,Denmark,Armenia,2896.757313958133,2584.266968600538
2009,final,0,NA,NA,Denmark,Russia,1560.4447676197253,295.37808761203655
2009,final,0,NA,NA,Denmark,Ukraine,1328.6269317636513,680.2715963434682
2009,final,0,NA,NA,Denmark,Denmark,0,0
2009,final,0,NA,NA,Denmark,Moldova,1480.197584442358,1088.9366253410067
2009,final,0,NA,NA,Denmark,Portugal,2477.661097545221,1820.9788911923174
2009,final,0,NA,NA,Denmark,Israel,3188.8738535492616,2891.9145422610904
2009,final,0,NA,NA,Denmark,Albania,1680.4537978303915,1412.7061457790378
2009,final,0,NA,NA,Denmark,Croatia,1122.2609550844004,943.7169940416363
2009,final,0,NA,NA,Denmark,Romania,1574.2200623476922,947.1818150240105
2009,final,7,NA,NA,Denmark,Germany,355.57494781711836,0
2009,final,4,NA,NA,Denmark,Sweden,523.2095091435413,4.6600094472999585
2009,final,0,NA,NA,Denmark,Malta,2204.0955716591898,2073.60819059967
2009,final,1,NA,NA,Denmark,Lithuania,815.8218351243546,367.9426513606469
2009,final,0,NA,NA,Denmark,Spain,2073.4198833907963,1441.763296098993
2009,final,0,NA,NA,Denmark,Finland,882.953887463678,573.8719374174227
2009,final,12,NA,NA,Estonia,Norway,785.0120727598608,553.9232445627312
2009,final,8,NA,NA,Estonia,Iceland,2449.1951949808526,1944.9600298957546
2009,final,7,NA,NA,Estonia,Azerbaijan,2745.562754422613,2192.460422970254
2009,final,0,NA,NA,Estonia,Turkey,2242.7412497781543,1714.5877414677984
2009,final,0,NA,NA,Estonia,United Kingdom,1782.1750522355976,1282.955911991464
2009,final,0,NA,NA,Estonia,Estonia,0,0
2009,final,0,NA,NA,Estonia,Greece,2386.249315428866,1754.3324314212093
2009,final,0,NA,NA,Estonia,France,1857.2061041616282,1345.3670387475197
2009,final,0,NA,NA,Estonia,Bosnia & Herzegovina,1785.3468118112096,1443.3657246581656
2009,final,0,NA,NA,Estonia,Armenia,2547.159951184004,2154.972335171498
2009,final,10,NA,NA,Estonia,Russia,868.2944714139119,0
2009,final,0,NA,NA,Estonia,Ukraine,1065.9812241664006,622.932505147741
2009,final,0,NA,NA,Estonia,Denmark,835.3544132673672,521.6190512463606
2009,final,0,NA,NA,Estonia,Moldova,1408.3728183343994,1007.8996673853263
2009,final,3,NA,NA,Estonia,Portugal,3310.1078636118446,2673.582925641785
2009,final,5,NA,NA,Estonia,Israel,3172.6902803854755,2764.1087722427096
2009,final,1,NA,NA,Estonia,Albania,2041.864740731558,1703.3968806602174
2009,final,0,NA,NA,Estonia,Croatia,1622.1126223133472,1320.6753756154997
2009,final,0,NA,NA,Estonia,Romania,1670.5491493615475,1029.4455758454571
2009,final,0,NA,NA,Estonia,Germany,1040.5285029288887,634.4896737890421
2009,final,6,NA,NA,Estonia,Sweden,376.7430249997358,151.8860049556654
2009,final,0,NA,NA,Estonia,Malta,2719.1521677001424,2501.8116077599548
2009,final,2,NA,NA,Estonia,Lithuania,529.4310351321072,154.182361897782
2009,final,0,NA,NA,Estonia,Spain,2892.713689111707,2166.5150414817863
2009,final,4,NA,NA,Estonia,Finland,83.27161009830648,50.646799873741394
2009,final,8,NA,NA,Finland,Norway,786.4355294893247,0
2009,final,10,NA,NA,Finland,Iceland,2415.9633007897028,1496.7818797060033
2009,final,2,NA,NA,Finland,Azerbaijan,2789.714007637475,2426.5055691447374
2009,final,5,NA,NA,Finland,Turkey,2317.7275959155218,1989.427411917556
2009,final,0,NA,NA,Finland,United Kingdom,1820.8750306967802,1107.7512821480204
2009,final,12,NA,NA,Finland,Estonia,83.27161009830648,50.646799873741394
2009,final,0,NA,NA,Finland,Greece,2469.1190021770885,2020.6102306532791
2009,final,4,NA,NA,Finland,France,1908.6417100303945,1435.5791798206274
2009,final,6,NA,NA,Finland,Bosnia & Herzegovina,1867.6634885911676,1650.4850925744563
2009,final,1,NA,NA,Finland,Armenia,2601.963710382908,2409.088898392516
2009,final,0,NA,NA,Finland,Russia,892.9578609010858,0
2009,final,0,NA,NA,Finland,Ukraine,1138.467138654755,883.4924211919625
2009,final,0,NA,NA,Finland,Denmark,882.953887463678,573.8719374174227
2009,final,0,NA,NA,Finland,Moldova,1486.5020950668302,1293.505013011274
2009,final,0,NA,NA,Finland,Portugal,3360.5317261768882,2690.0004903661898
2009,final,0,NA,NA,Finland,Israel,3247.246461480426,3075.8499766170007
2009,final,0,NA,NA,Finland,Albania,2124.950553357416,1918.8887574714142
2009,final,0,NA,NA,Finland,Croatia,1701.9094744065596,1515.6016950111227
2009,final,0,NA,NA,Finland,Romania,1752.1843349363514,1300.9334406636005
2009,final,0,NA,NA,Finland,Germany,1106.0830111990174,707.0489220354175
2009,final,7,NA,NA,Finland,Sweden,395.04835880540656,0
2009,final,3,NA,NA,Finland,Malta,2800.524329335383,2699.9522797737477
2009,final,0,NA,NA,Finland,Lithuania,611.1353933898408,376.26103760328897
2009,final,0,NA,NA,Finland,Spain,2949.212381534193,2258.939501108393
2009,final,0,NA,NA,Finland,Finland,0,0
2009,final,8,NA,NA,France,Norway,1341.4158109046327,818.2389872717155
2009,final,0,NA,NA,France,Iceland,2231.9964640296384,1770.681853987655
2009,final,1,NA,NA,France,Azerbaijan,3812.2796268115635,2916.2523012841093
2009,final,12,NA,NA,France,Turkey,2599.4278015683162,1365.3963490925862
2009,final,4,NA,NA,France,United Kingdom,340.7932919518243,33.164848951846
2009,final,0,NA,NA,France,Estonia,1857.2061041616282,1345.3670387475197
2009,final,0,NA,NA,France,Greece,2098.0044075300084,886.7165462632787
2009,final,0,NA,NA,France,France,0,0
2009,final,0,NA,NA,France,Bosnia & Herzegovina,1348.651808714986,542.3991604443971
2009,final,6,NA,NA,France,Armenia,3431.980810168314,2795.970749013617
2009,final,0,NA,NA,France,Russia,2486.7190442330457,993.4024836330855
2009,final,0,NA,NA,France,Ukraine,2024.229845940774,1020.5984669535029
2009,final,5,NA,NA,France,Denmark,1026.684677433644,587.0492715459067
2009,final,0,NA,NA,France,Moldova,1976.5999466406877,1352.3025912574158
2009,final,7,NA,NA,France,Portugal,1453.0119658744647,411.63119761956267
2009,final,10,NA,NA,France,Israel,3332.2249480637665,2451.9790070292565
2009,final,0,NA,NA,France,Albania,1602.576086959996,800.4682090445747
2009,final,0,NA,NA,France,Croatia,1081.177740197174,406.2637566844352
2009,final,0,NA,NA,France,Romania,1871.3077063434655,922.8119999021128
2009,final,3,NA,NA,France,Germany,877.5923297265384,0
2009,final,2,NA,NA,France,Sweden,1544.4681782377525,784.9810722844456
2009,final,0,NA,NA,France,Malta,1750.2219637690478,745.2046000773747
2009,final,0,NA,NA,France,Lithuania,1698.7063499131116,1114.2024110747345
2009,final,0,NA,NA,France,Spain,1054.1666630514565,0
2009,final,0,NA,NA,France,Finland,1908.6417100303945,1435.5791798206274
2009,final,12,NA,NA,Germany,Norway,838.4943193633948,332.58871870302477
2009,final,7,NA,NA,Germany,Iceland,2388.5633889432706,1631.198781019571
2009,final,0,NA,NA,Germany,Azerbaijan,3059.565955536095,2532.2614280888492
2009,final,10,NA,NA,Germany,Turkey,2037.6842684990838,1226.1493168707837
2009,final,8,NA,NA,Germany,United Kingdom,930.6441699526184,296.78698643634556
2009,final,1,NA,NA,Germany,Estonia,1040.5285029288887,634.4896737890421
2009,final,6,NA,NA,Germany,Greece,1802.9861551843044,971.1521066336906
2009,final,3,NA,NA,Germany,France,877.5923297265384,0
2009,final,2,NA,NA,Germany,Bosnia & Herzegovina,1031.4632035196196,331.6021911216939
2009,final,0,NA,NA,Germany,Armenia,2723.2020858179526,2438.805364464045
2009,final,5,NA,NA,Germany,Russia,1609.1594306302218,356.2860685780352
2009,final,0,NA,NA,Germany,Ukraine,1204.8750922413835,571.5267110453506
2009,final,0,NA,NA,Germany,Denmark,355.57494781711836,0
2009,final,0,NA,NA,Germany,Moldova,1264.5213846353513,893.4887774994845
2009,final,0,NA,NA,Germany,Portugal,2311.773514937057,1276.3803200519656
2009,final,0,NA,NA,Germany,Israel,2899.8272747208293,2446.5590780384828
2009,final,0,NA,NA,Germany,Albania,1334.9682937461848,749.3681968521873
2009,final,0,NA,NA,Germany,Croatia,768.3398197624105,222.47912307197706
2009,final,0,NA,NA,Germany,Romania,1294.3437663978834,557.646871661766
2009,final,0,NA,NA,Germany,Germany,0,0
2009,final,0,NA,NA,Germany,Sweden,812.1864031217539,73.18452383000073
2009,final,4,NA,NA,Germany,Malta,1849.8006529059942,1281.745676134165
2009,final,0,NA,NA,Germany,Lithuania,821.2340278909386,457.99498321467087
2009,final,0,NA,NA,Germany,Spain,1869.0482667034403,668.4746914208094
2009,final,0,NA,NA,Germany,Finland,1106.0830111990174,707.0489220354175
2009,final,10,NA,NA,Greece,Norway,2605.410750014397,2102.3326637973314
2009,final,4,NA,NA,Greece,Iceland,4163.643054787976,3458.905600129711
2009,final,8,NA,NA,Greece,Azerbaijan,2261.155711298671,1491.3680540265625
2009,final,3,NA,NA,Greece,Turkey,818.1869230136712,0
2009,final,12,NA,NA,Greece,United Kingdom,2390.94541820638,1887.8084792605086
2009,final,5,NA,NA,Greece,Estonia,2386.249315428866,1754.3324314212093
2009,final,0,NA,NA,Greece,Greece,0,0
2009,final,6,NA,NA,Greece,France,2098.0044075300084,886.7165462632787
2009,final,0,NA,NA,Greece,Bosnia & Herzegovina,791.8343310114404,281.51391279688926
2009,final,0,NA,NA,Greece,Armenia,1805.9825559222102,1404.1280390862155
2009,final,0,NA,NA,Greece,Russia,2230.4809616027587,900.568273297244
2009,final,0,NA,NA,Greece,Ukraine,1484.6667296088292,430.8402862576085
2009,final,0,NA,NA,Greece,Denmark,2136.776222249128,1620.4640961364844
2009,final,0,NA,NA,Greece,Moldova,1087.0280963701837,442.38008338072626
2009,final,0,NA,NA,Greece,Portugal,2851.7710146890554,2180.018842069888
2009,final,0,NA,NA,Greece,Israel,1252.0065577379887,724.7071512689745
2009,final,7,NA,NA,Greece,Albania,500.4595687725855,0
2009,final,2,NA,NA,Greece,Croatia,1080.4991136543204,267.38836693118594
2009,final,0,NA,NA,Greece,Romania,743.9392251812968,217.207404403983
2009,final,0,NA,NA,Greece,Germany,1802.9861551843044,971.1521066336906
2009,final,0,NA,NA,Greece,Sweden,2408.780777593859,1682.7220526273973
2009,final,0,NA,NA,Greece,Malta,850.986818434358,573.0304773255629
2009,final,0,NA,NA,Greece,Lithuania,1860.8113691701355,1356.61074191377
2009,final,1,NA,NA,Greece,Spain,2368.4260089896898,1307.4080018202649
2009,final,0,NA,NA,Greece,Finland,2469.1190021770885,2020.6102306532791
2009,final,12,NA,NA,Hungary,Norway,1482.5605328026547,1264.023613050482
2009,final,7,NA,NA,Hungary,Iceland,3075.8257446963057,2619.023702655452
2009,final,10,NA,NA,Hungary,Azerbaijan,2569.6320136818244,1892.6335159539708
2009,final,5,NA,NA,Hungary,Turkey,1387.9321542309042,647.7274333274712
2009,final,1,NA,NA,Hungary,United Kingdom,1451.1713967065305,1152.2464690364716
2009,final,6,NA,NA,Hungary,Estonia,1377.3760313614005,1038.6729729311503
2009,final,4,NA,NA,Hungary,Greece,1123.7364502236474,560.0416358495469
2009,final,0,NA,NA,Hungary,France,1248.5113093748319,623.4449985331775
2009,final,0,NA,NA,Hungary,Bosnia & Herzegovina,409.4847871231575,68.75862003922971
2009,final,0,NA,NA,Hungary,Armenia,2183.52600967896,1791.5078752436298
2009,final,0,NA,NA,Hungary,Russia,1566.3237961429668,639.395140643529
2009,final,8,NA,NA,Hungary,Ukraine,894.9405657426887,0
2009,final,3,NA,NA,Hungary,Denmark,1013.5393247194876,789.6683703256409
2009,final,0,NA,NA,Hungary,Moldova,739.2630858099576,279.5156191615744
2009,final,0,NA,NA,Hungary,Portugal,2472.549589586237,1864.420863894858
2009,final,0,NA,NA,Hungary,Israel,2218.17193113237,1884.8995505207718
2009,final,2,NA,NA,Hungary,Albania,688.824507345795,358.56738033321324
2009,final,0,NA,NA,Hungary,Croatia,301.83786228560206,0
2009,final,0,NA,NA,Hungary,Romania,640.2320905951619,0
2009,final,0,NA,NA,Hungary,Germany,689.5596726019957,219.6340336075849
2009,final,0,NA,NA,Hungary,Sweden,1318.195965214999,844.4686164709537
2009,final,0,NA,NA,Hungary,Malta,1343.8730073107292,1127.854607903733
2009,final,0,NA,NA,Hungary,Lithuania,908.8509303416175,614.0408114868366
2009,final,0,NA,NA,Hungary,Spain,1976.8118579721624,1130.4333806791358
2009,final,0,NA,NA,Hungary,Finland,1459.4102661463157,1252.4213825605304
2009,final,12,NA,NA,Iceland,Norway,1747.414349167713,968.3178182002713
2009,final,0,NA,NA,Iceland,Iceland,0,0
2009,final,0,NA,NA,Iceland,Azerbaijan,5184.6482552164,4466.733244392881
2009,final,0,NA,NA,Iceland,Turkey,4405.831750093637,3581.542764077402
2009,final,0,NA,NA,Iceland,United Kingdom,1891.3683574612944,785.1007157166289
2009,final,10,NA,NA,Iceland,Estonia,2449.1951949808526,1944.9600298957546
2009,final,0,NA,NA,Iceland,Greece,4163.643054787976,3458.905600129711
2009,final,6,NA,NA,Iceland,France,2231.9964640296384,1770.681853987655
2009,final,2,NA,NA,Iceland,Bosnia & Herzegovina,3372.374425564651,2833.4547914708605
2009,final,5,NA,NA,Iceland,Armenia,4944.356871966462,4414.177267981597
2009,final,0,NA,NA,Iceland,Russia,3308.082536107747,1807.947494244309
