year,round,total_points,tele_points,jury_points,from_country_name,to_country_name,capital_distance_km,border_distance_km
1980,final,1,NA,NA,Morocco,France,1815.8409625661484,844.9404050098266
1980,final,5,NA,NA,Morocco,Spain,762.0438381745953,14.28596284521838
1980,final,0,NA,NA,Morocco,Greece,2771.7520233903174,1968.2388688557216
1980,final,2,NA,NA,Morocco,Denmark,2831.060576328334,2344.1772264415317
1980,final,12,NA,NA,Morocco,Turkey,3556.919792109975,2482.906683520633
1980,final,4,NA,NA,Morocco,Norway,3150.6250041589524,2616.3280487485667
1980,final,0,NA,NA,Morocco,Belgium,2076.6175352096484,1710.9855765304587
1980,final,0,NA,NA,Morocco,Morocco,0,0
1980,final,0,NA,NA,Morocco,Finland,3702.1963506071693,3187.1660029954487
1980,final,6,NA,NA,Netherlands,Ireland,757.0477539198008,662.4154246549781
1980,final,12,NA,NA,Netherlands,Germany,234.74312774541883,0
1980,final,7,NA,NA,Netherlands,United Kingdom,357.77451573421183,135.0353946700531
1980,final,10,NA,NA,Netherlands,Switzerland,631.3490883249832,368.73166239061516
1980,final,0,NA,NA,Netherlands,Netherlands,0,0
1980,final,1,NA,NA,Netherlands,Italy,1293.6803965474564,508.89146910518843
1980,final,5,NA,NA,Netherlands,Portugal,1862.6347794049902,1284.590256538936
1980,final,3,NA,NA,Netherlands,Austria,933.914331450546,441.60828355554906
1980,final,0,NA,NA,Netherlands,Luxembourg,316.102233114404,64.02060114573247
1980,final,0,NA,NA,Netherlands,Sweden,1127.1789146493159,444.5676018091501
1980,final,4,NA,NA,Netherlands,France,428.01602517217225,54.84756219900045
1980,final,0,NA,NA,Netherlands,Spain,1481.1214856082277,943.9051771684158
1980,final,8,NA,NA,Netherlands,Greece,2161.517793415503,1594.0348934981128
1980,final,0,NA,NA,Netherlands,Denmark,621.2874448283054,201.91734551894137
1980,final,0,NA,NA,Netherlands,Turkey,2533.7098223949133,1844.45601865304
1980,final,2,NA,NA,Netherlands,Norway,914.6700340050869,503.1090399129501
1980,final,0,NA,NA,Netherlands,Belgium,173.39231340070373,0
1980,final,0,NA,NA,Netherlands,Morocco,2243.096346763688,1833.237978174184
1980,final,0,NA,NA,Netherlands,Finland,1502.1053099569565,1069.796088277442
1980,final,12,NA,NA,Norway,Ireland,1265.7608814916773,843.6795809767443
1980,final,0,NA,NA,Norway,Germany,1046.2494871125045,332.58871870302477
1980,final,0,NA,NA,Norway,United Kingdom,1154.0498210966707,301.2776847816645
1980,final,10,NA,NA,Norway,Switzerland,1461.0835732595565,1136.3349318628157
1980,final,0,NA,NA,Norway,Netherlands,914.6700340050869,503.1090399129501
1980,final,2,NA,NA,Norway,Italy,2006.5593338840833,1250.7430074507604
1980,final,8,NA,NA,Norway,Portugal,2738.7158270900777,2017.4619660574274
1980,final,6,NA,NA,Norway,Austria,1351.902614104372,1102.7081031949845
1980,final,7,NA,NA,Norway,Luxembourg,1182.5966928672747,870.3855714759285
1980,final,0,NA,NA,Norway,Sweden,416.3789046559945,0
1980,final,3,NA,NA,Norway,France,1341.4158109046327,818.2389872717155
1980,final,0,NA,NA,Norway,Spain,2389.123299143133,1732.6109631445224
1980,final,4,NA,NA,Norway,Greece,2605.410750014397,2102.3326637973314
1980,final,1,NA,NA,Norway,Denmark,483.1946574606389,112.54233614878923
1980,final,0,NA,NA,Norway,Turkey,2700.588990642067,2150.6378082776064
1980,final,0,NA,NA,Norway,Norway,0,0
1980,final,0,NA,NA,Norway,Belgium,1086.910268842255,733.7666471583017
1980,final,0,NA,NA,Norway,Morocco,3150.6250041589524,2616.3280487485667
1980,final,5,NA,NA,Norway,Finland,786.4355294893247,0
1980,final,5,NA,NA,Portugal,Ireland,1640.1084299400786,1040.0096056469395
1980,final,8,NA,NA,Portugal,Germany,1844.1519191375137,1276.3803200519656
1980,final,7,NA,NA,Portugal,United Kingdom,1585.0278542675574,896.8766787898119
1980,final,6,NA,NA,Portugal,Switzerland,1627.115279842256,1099.491181752163
1980,final,4,NA,NA,Portugal,Netherlands,1862.6347794049902,1284.590256538936
1980,final,12,NA,NA,Portugal,Italy,1861.6059756337047,1106.2651295141654
1980,final,0,NA,NA,Portugal,Portugal,0,0
1980,final,3,NA,NA,Portugal,Austria,2297.626540068984,1393.2174146979994
1980,final,0,NA,NA,Portugal,Luxembourg,1711.2945884478618,1276.5264228062626
1980,final,0,NA,NA,Portugal,Sweden,2989.810283865202,2060.6530804251565
1980,final,0,NA,NA,Portugal,France,1453.0119658744647,411.63119761956267
1980,final,2,NA,NA,Portugal,Spain,503.20715029358524,0
1980,final,1,NA,NA,Portugal,Greece,2851.7710146890554,2180.018842069888
1980,final,0,NA,NA,Portugal,Denmark,2477.661097545221,1820.9788911923174
1980,final,0,NA,NA,Portugal,Turkey,3581.533377542991,2668.8185916723414
1980,final,0,NA,NA,Portugal,Norway,2738.7158270900777,2017.4619660574274
1980,final,10,NA,NA,Portugal,Belgium,1710.53432047186,1212.8330685516075
1980,final,0,NA,NA,Portugal,Morocco,561.4347628250555,204.62944925376448
1980,final,0,NA,NA,Portugal,Finland,3360.5317261768882,2690.0004903661898
1980,final,7,NA,NA,Spain,Ireland,1451.0113654922723,863.7742223796687
1980,final,12,NA,NA,Spain,Germany,1419.836702627459,668.4746914208094
1980,final,8,NA,NA,Spain,United Kingdom,1264.2914590396556,703.1838666754855
1980,final,2,NA,NA,Spain,Switzerland,1151.1696774172049,469.871851047091
1980,final,5,NA,NA,Spain,Netherlands,1481.1214856082277,943.9051771684158
1980,final,10,NA,NA,Spain,Italy,1361.7875861934126,335.5359727522944
1980,final,0,NA,NA,Spain,Portugal,503.20715029358524,0
1980,final,4,NA,NA,Spain,Austria,1808.402596514238,722.6464118033032
1980,final,3,NA,NA,Spain,Luxembourg,1280.054959205885,808.647393530163
1980,final,1,NA,NA,Spain,Sweden,2594.914479507693,1606.4272087765046
1980,final,6,NA,NA,Spain,France,1054.1666630514565,0
1980,final,0,NA,NA,Spain,Spain,0,0
1980,final,0,NA,NA,Spain,Greece,2368.4260089896898,1307.4080018202649
1980,final,0,NA,NA,Spain,Denmark,2073.4198833907963,1441.763296098993
1980,final,0,NA,NA,Spain,Turkey,3083.7178225574,1814.4153230635454
1980,final,0,NA,NA,Spain,Norway,2389.123299143133,1732.6109631445224
1980,final,0,NA,NA,Spain,Belgium,1315.2564403920965,805.1163956348959
1980,final,0,NA,NA,Spain,Morocco,762.0438381745953,14.28596284521838
1980,final,0,NA,NA,Spain,Finland,2949.212381534193,2258.939501108393
1980,final,7,NA,NA,Sweden,Ireland,1629.2618150946862,1154.173097261417
1980,final,5,NA,NA,Sweden,Germany,1182.0837382331977,166.91725521810955
1980,final,12,NA,NA,Sweden,United Kingdom,1433.6778703007126,690.310248985344
1980,final,2,NA,NA,Sweden,Switzerland,1547.8418862358658,896.2318451707265
1980,final,3,NA,NA,Sweden,Netherlands,1127.1789146493159,444.5676018091501
1980,final,10,NA,NA,Sweden,Italy,1977.2570807005616,920.2210624469453
1980,final,8,NA,NA,Sweden,Portugal,2989.810283865202,2060.6530804251565
1980,final,1,NA,NA,Sweden,Austria,1243.6712844751428,709.8110736443565
1980,final,6,NA,NA,Sweden,Luxembourg,1324.5458565381878,744.7887608433722
1980,final,0,NA,NA,Sweden,Sweden,0,0
1980,final,4,NA,NA,Sweden,France,1544.4681782377525,784.9810722844456
1980,final,0,NA,NA,Sweden,Spain,2594.914479507693,1606.4272087765046
1980,final,0,NA,NA,Sweden,Greece,2408.780777593859,1682.7220526273973
1980,final,0,NA,NA,Sweden,Denmark,523.2095091435413,4.6600094472999585
1980,final,0,NA,NA,Sweden,Turkey,2394.599032847916,1742.5733301517184
1980,final,0,NA,NA,Sweden,Norway,416.3789046559945,0
1980,final,0,NA,NA,Sweden,Belgium,1283.3332757001806,668.7809019342449
1980,final,0,NA,NA,Sweden,Morocco,3353.578549291205,2533.96585666132
1980,final,0,NA,NA,Sweden,Finland,395.04835880540656,0
1980,final,12,NA,NA,Switzerland,Ireland,1207.0989109687705,1087.376959625725
1980,final,7,NA,NA,Switzerland,Germany,425.24037955517537,0
1980,final,10,NA,NA,Switzerland,United Kingdom,749.7662721594227,573.9498001709194
1980,final,0,NA,NA,Switzerland,Switzerland,0,0
1980,final,3,NA,NA,Switzerland,Netherlands,631.3490883249832,368.73166239061516
1980,final,8,NA,NA,Switzerland,Italy,685.2220891056155,0
1980,final,2,NA,NA,Switzerland,Portugal,1627.115279842256,1099.491181752163
1980,final,4,NA,NA,Switzerland,Austria,682.5004693901498,0
1980,final,0,NA,NA,Switzerland,Luxembourg,315.56848554177606,222.40914743659204
1980,final,5,NA,NA,Switzerland,Sweden,1547.8418862358658,896.2318451707265
1980,final,1,NA,NA,Switzerland,France,439.7573597380393,0
1980,final,0,NA,NA,Switzerland,Spain,1151.1696774172049,469.871851047091
1980,final,0,NA,NA,Switzerland,Greece,1658.2603139376422,1053.9119258357068
1980,final,6,NA,NA,Switzerland,Denmark,1035.9465500135414,780.4749220477622
1980,final,0,NA,NA,Switzerland,Turkey,2181.5944982483825,1369.5940345388135
1980,final,0,NA,NA,Switzerland,Norway,1461.0835732595565,1136.3349318628157
1980,final,0,NA,NA,Switzerland,Belgium,492.0101568234278,243.314987713352
1980,final,0,NA,NA,Switzerland,Morocco,1869.8170338159082,1409.860724080833
1980,final,0,NA,NA,Switzerland,Finland,1860.1489591005745,1536.9704226115277
1980,final,0,NA,NA,Turkey,Ireland,3283.2039937832133,2703.121063944035
1980,final,10,NA,NA,Turkey,Germany,2327.3399829354635,1226.1493168707837
1980,final,5,NA,NA,Turkey,United Kingdom,2833.1750267134084,2161.324347197736
1980,final,2,NA,NA,Turkey,Switzerland,2181.5944982483825,1369.5940345388135
1980,final,12,NA,NA,Turkey,Netherlands,2533.7098223949133,1844.45601865304
1980,final,6,NA,NA,Turkey,Italy,1722.4739922829147,607.9876904652712
1980,final,4,NA,NA,Turkey,Portugal,3581.533377542991,2668.8185916723414
1980,final,0,NA,NA,Turkey,Austria,1602.0296317842917,972.2970973576299
1980,final,1,NA,NA,Turkey,Luxembourg,2351.913074685027,1765.1990905025366
1980,final,8,NA,NA,Turkey,Sweden,2394.599032847916,1742.5733301517184
1980,final,3,NA,NA,Turkey,France,2599.4278015683162,1365.3963490925862
1980,final,7,NA,NA,Turkey,Spain,3083.7178225574,1814.4153230635454
1980,final,0,NA,NA,Turkey,Greece,818.1869230136712,0
1980,final,0,NA,NA,Turkey,Denmark,2298.8126473460807,1675.1236051017167
1980,final,0,NA,NA,Turkey,Turkey,0,0
1980,final,0,NA,NA,Turkey,Norway,2700.588990642067,2150.6378082776064
1980,final,0,NA,NA,Turkey,Belgium,2514.5010721462468,1800.1559453743541
1980,final,0,NA,NA,Turkey,Morocco,3556.919792109975,2482.906683520633
1980,final,0,NA,NA,Turkey,Finland,2317.7275959155218,1989.427411917556
1980,final,12,NA,NA,United Kingdom,Ireland,462.93983954098337,0
1980,final,10,NA,NA,United Kingdom,Germany,510.67526757183117,296.78698643634556
1980,final,0,NA,NA,United Kingdom,United Kingdom,0,0
1980,final,7,NA,NA,United Kingdom,Switzerland,749.7662721594227,573.9498001709194
1980,final,2,NA,NA,United Kingdom,Netherlands,357.77451573421183,135.0353946700531
1980,final,4,NA,NA,United Kingdom,Italy,1432.2462150996153,712.3910116443652
1980,final,0,NA,NA,United Kingdom,Portugal,1585.0278542675574,896.8766787898119
1980,final,6,NA,NA,United Kingdom,Austria,1234.3769273954856,715.5518868059814
1980,final,8,NA,NA,United Kingdom,Luxembourg,488.488066225859,337.255151388193
1980,final,0,NA,NA,United Kingdom,Sweden,1433.6778703007126,690.310248985344
1980,final,5,NA,NA,United Kingdom,France,340.7932919518243,33.164848951846
1980,final,0,NA,NA,United Kingdom,Spain,1264.2914590396556,703.1838666754855
1980,final,3,NA,NA,United Kingdom,Greece,2390.94541820638,1887.8084792605086
1980,final,0,NA,NA,United Kingdom,Denmark,955.3462648445892,514.7014898114614
1980,final,0,NA,NA,United Kingdom,Turkey,2833.1750267134084,2161.324347197736
1980,final,0,NA,NA,United Kingdom,Norway,1154.0498210966707,301.2776847816645
1980,final,1,NA,NA,United Kingdom,Belgium,318.9562193536296,80.24777008581204
1980,final,0,NA,NA,United Kingdom,Morocco,2017.3755518471362,1561.0684821592793
1980,final,0,NA,NA,United Kingdom,Finland,1820.8750306967802,1107.7512821480204
1981,final,4,NA,NA,Austria,United Kingdom,1234.3769273954856,715.5518868059814
1981,final,5,NA,NA,Austria,Germany,725.84305208041,0
1981,final,12,NA,NA,Austria,France,1034.4754078707626,148.37584260404788
1981,final,2,NA,NA,Austria,Switzerland,682.5004693901498,0
1981,final,7,NA,NA,Austria,Ireland,1681.222964249275,1249.1713484390166
1981,final,0,NA,NA,Austria,Cyprus,2014.377710754933,1865.5481829984174
1981,final,8,NA,NA,Austria,Israel,2417.7841909133394,2202.62858901149
1981,final,6,NA,NA,Austria,Greece,1282.476031206599,768.3890262886734
1981,final,3,NA,NA,Austria,Netherlands,933.914331450546,441.60828355554906
1981,final,0,NA,NA,Austria,Sweden,1243.6712844751428,709.8110736443565
1981,final,10,NA,NA,Austria,Luxembourg,763.8253604909239,318.5963322868109
1981,final,0,NA,NA,Austria,Denmark,870.915436479947,651.4932816384953
1981,final,1,NA,NA,Austria,Belgium,915.4715325155743,354.33746415328346
1981,final,0,NA,NA,Austria,Spain,1808.402596514238,722.6464118033032
1981,final,0,NA,NA,Austria,Yugoslavia,489.6345150263771,0
1981,final,0,NA,NA,Austria,Finland,1440.7993995596426,1261.0935369550696
1981,final,0,NA,NA,Austria,Austria,0,0
1981,final,0,NA,NA,Austria,Turkey,1602.0296317842917,972.2970973576299
1981,final,0,NA,NA,Austria,Portugal,2297.626540068984,1393.2174146979994
1981,final,0,NA,NA,Austria,Norway,1351.902614104372,1102.7081031949845
1981,final,8,NA,NA,Belgium,United Kingdom,318.9562193536296,80.24777008581204
1981,final,10,NA,NA,Belgium,Germany,194.81285183449728,0
1981,final,3,NA,NA,Belgium,France,261.48260690909154,0
1981,final,0,NA,NA,Belgium,Switzerland,492.0101568234278,243.314987713352
1981,final,1,NA,NA,Belgium,Ireland,773.7638794986053,620.5655263266896
1981,final,7,NA,NA,Belgium,Cyprus,2903.037681977349,2680.0841826417463
1981,final,0,NA,NA,Belgium,Israel,3296.082846117788,3020.489115646928
1981,final,6,NA,NA,Belgium,Greece,2089.6290352871424,1525.4702505981359
1981,final,2,NA,NA,Belgium,Netherlands,173.39231340070373,0
1981,final,4,NA,NA,Belgium,Sweden,1283.3332757001806,668.7809019342449
1981,final,0,NA,NA,Belgium,Luxembourg,186.51376036456966,0
1981,final,12,NA,NA,Belgium,Denmark,767.2078770327018,450.36330405006447
1981,final,0,NA,NA,Belgium,Belgium,0,0
1981,final,0,NA,NA,Belgium,Spain,1315.2564403920965,805.1163956348959
1981,final,5,NA,NA,Belgium,Yugoslavia,1373.5813005969924,667.8280581547327
1981,final,0,NA,NA,Belgium,Finland,1649.999658545765,1311.9482812993683
1981,final,0,NA,NA,Belgium,Austria,915.4715325155743,354.33746415328346
1981,final,0,NA,NA,Belgium,Turkey,2514.5010721462468,1800.1559453743541
1981,final,0,NA,NA,Belgium,Portugal,1710.53432047186,1212.8330685516075
1981,final,0,NA,NA,Belgium,Norway,1086.910268842255,733.7666471583017
1981,final,4,NA,NA,Cyprus,United Kingdom,3217.1663584586645,3042.051287834249
1981,final,8,NA,NA,Cyprus,Germany,2725.3218952009115,2107.0404276168374
1981,final,7,NA,NA,Cyprus,France,2951.7292218084226,2116.070412421923
1981,final,10,NA,NA,Cyprus,Switzerland,2517.159720499834,2222.460566797439
1981,final,12,NA,NA,Cyprus,Ireland,3676.7791517900337,3582.0077331323982
1981,final,0,NA,NA,Cyprus,Cyprus,0,0
1981,final,0,NA,NA,Cyprus,Israel,413.5844282089013,227.86046200377905
1981,final,6,NA,NA,Cyprus,Greece,914.9267348069926,393.18107769609156
1981,final,2,NA,NA,Cyprus,Netherlands,2944.8773047107156,2733.029475683032
1981,final,1,NA,NA,Cyprus,Sweden,2909.075731713047,2634.330895371478
1981,final,0,NA,NA,Cyprus,Luxembourg,2728.9574438212817,2642.3269169992495
1981,final,0,NA,NA,Cyprus,Denmark,2775.9437384591765,2578.0368491610147
1981,final,5,NA,NA,Cyprus,Belgium,2903.037681977349,2680.0841826417463
1981,final,0,NA,NA,Cyprus,Spain,3282.9612779956237,2512.9815014245223
1981,final,3,NA,NA,Cyprus,Yugoslavia,1532.4066879104766,1070.7659945748637
1981,final,0,NA,NA,Cyprus,Finland,2846.38230054645,2798.353755501049
1981,final,0,NA,NA,Cyprus,Austria,2014.377710754933,1865.5481829984174
1981,final,0,NA,NA,Cyprus,Turkey,531.1953741806408,75.95463981184845
1981,final,0,NA,NA,Cyprus,Portugal,3763.8613461466757,3402.793452692515
1981,final,0,NA,NA,Cyprus,Norway,3197.8061386402305,3047.043010377018
1981,final,10,NA,NA,Denmark,United Kingdom,955.3462648445892,514.7014898114614
1981,final,8,NA,NA,Denmark,Germany,658.9095683669849,0
1981,final,2,NA,NA,Denmark,France,1026.684677433644,587.0492715459067
1981,final,4,NA,NA,Denmark,Switzerland,1035.9465500135414,780.4749220477622
1981,final,12,NA,NA,Denmark,Ireland,1238.341636637245,925.392338443612
1981,final,3,NA,NA,Denmark,Cyprus,2775.9437384591765,2578.0368491610147
1981,final,0,NA,NA,Denmark,Israel,3188.8738535492616,2891.9145422610904
1981,final,0,NA,NA,Denmark,Greece,2136.776222249128,1620.4640961364844
1981,final,7,NA,NA,Denmark,Netherlands,621.2874448283054,201.91734551894137
1981,final,5,NA,NA,Denmark,Sweden,523.2095091435413,4.6600094472999585
1981,final,0,NA,NA,Denmark,Luxembourg,801.411638451927,554.3479871739744
1981,final,0,NA,NA,Denmark,Denmark,0,0
1981,final,6,NA,NA,Denmark,Belgium,767.2078770327018,450.36330405006447
1981,final,0,NA,NA,Denmark,Spain,2073.4198833907963,1441.763296098993
1981,final,0,NA,NA,Denmark,Yugoslavia,1329.6950088131036,902.848395408377
1981,final,0,NA,NA,Denmark,Finland,882.953887463678,573.8719374174227
1981,final,1,NA,NA,Denmark,Austria,870.915436479947,651.4932816384953
1981,final,0,NA,NA,Denmark,Turkey,2298.8126473460807,1675.1236051017167
1981,final,0,NA,NA,Denmark,Portugal,2477.661097545221,1820.9788911923174
1981,final,0,NA,NA,Denmark,Norway,483.1946574606389,112.54233614878923
1981,final,3,NA,NA,Finland,United Kingdom,1820.8750306967802,1107.7512821480204
1981,final,7,NA,NA,Finland,Germany,1529.3859038611292,816.3694549296516
1981,final,10,NA,NA,Finland,France,1908.6417100303945,1435.5791798206274
1981,final,12,NA,NA,Finland,Switzerland,1860.1489591005745,1536.9704226115277
1981,final,0,NA,NA,Finland,Ireland,2023.8586199283316,1650.9268568168086
1981,final,0,NA,NA,Finland,Cyprus,2846.38230054645,2798.353755501049
1981,final,6,NA,NA,Finland,Israel,3247.246461480426,3075.8499766170007
1981,final,0,NA,NA,Finland,Greece,2469.1190021770885,2020.6102306532791
1981,final,0,NA,NA,Finland,Netherlands,1502.1053099569565,1069.796088277442
1981,final,1,NA,NA,Finland,Sweden,395.04835880540656,0
1981,final,4,NA,NA,Finland,Luxembourg,1669.7762379903452,1394.8581355501265
1981,final,0,NA,NA,Finland,Denmark,882.953887463678,573.8719374174227
1981,final,2,NA,NA,Finland,Belgium,1649.999658545765,1311.9482812993683
1981,final,0,NA,NA,Finland,Spain,2949.212381534193,2258.939501108393
1981,final,8,NA,NA,Finland,Yugoslavia,1733.2006590955841,1479.6178322184005
1981,final,0,NA,NA,Finland,Finland,0,0
1981,final,0,NA,NA,Finland,Austria,1440.7993995596426,1261.0935369550696
1981,final,5,NA,NA,Finland,Turkey,2317.7275959155218,1989.427411917556
1981,final,0,NA,NA,Finland,Portugal,3360.5317261768882,2690.0004903661898
1981,final,0,NA,NA,Finland,Norway,786.4355294893247,0
1981,final,7,NA,NA,France,United Kingdom,340.7932919518243,33.164848951846
1981,final,8,NA,NA,France,Germany,400.03803650486225,0
1981,final,0,NA,NA,France,France,0,0
1981,final,10,NA,NA,France,Switzerland,439.7573597380393,0
1981,final,6,NA,NA,France,Ireland,777.3983443169765,412.8611897495693
1981,final,0,NA,NA,France,Cyprus,2951.7292218084226,2116.070412421923
1981,final,0,NA,NA,France,Israel,3332.2249480637665,2451.9790070292565
1981,final,0,NA,NA,France,Greece,2098.0044075300084,886.7165462632787
1981,final,2,NA,NA,France,Netherlands,428.01602517217225,54.84756219900045
1981,final,12,NA,NA,France,Sweden,1544.4681782377525,784.9810722844456
1981,final,3,NA,NA,France,Luxembourg,287.77922020582156,0
1981,final,4,NA,NA,France,Denmark,1026.684677433644,587.0492715459067
1981,final,0,NA,NA,France,Belgium,261.48260690909154,0
1981,final,0,NA,NA,France,Spain,1054.1666630514565,0
1981,final,0,NA,NA,France,Yugoslavia,1446.750786894309,406.2637566844352
1981,final,1,NA,NA,France,Finland,1908.6417100303945,1435.5791798206274
1981,final,5,NA,NA,France,Austria,1034.4754078707626,148.37584260404788
1981,final,0,NA,NA,France,Turkey,2599.4278015683162,1365.3963490925862
1981,final,0,NA,NA,France,Portugal,1453.0119658744647,411.63119761956267
1981,final,0,NA,NA,France,Norway,1341.4158109046327,818.2389872717155
1981,final,4,NA,NA,Germany,United Kingdom,510.67526757183117,296.78698643634556
1981,final,0,NA,NA,Germany,Germany,0,0
1981,final,12,NA,NA,Germany,France,400.03803650486225,0
1981,final,7,NA,NA,Germany,Switzerland,425.24037955517537,0
1981,final,6,NA,NA,Germany,Ireland,956.1628533588056,822.3085470218589
1981,final,0,NA,NA,Germany,Cyprus,2725.3218952009115,2107.0404276168374
1981,final,0,NA,NA,Germany,Israel,3121.9198061758343,2446.5590780384828
1981,final,2,NA,NA,Germany,Greece,1929.9439725303862,971.1521066336906
1981,final,3,NA,NA,Germany,Netherlands,234.74312774541883,0
1981,final,10,NA,NA,Germany,Sweden,1182.0837382331977,166.91725521810955
1981,final,5,NA,NA,Germany,Luxembourg,142.57359424078226,0
1981,final,1,NA,NA,Germany,Denmark,658.9095683669849,0
1981,final,0,NA,NA,Germany,Belgium,194.81285183449728,0
1981,final,0,NA,NA,Germany,Spain,1419.836702627459,668.4746914208094
1981,final,0,NA,NA,Germany,Yugoslavia,1193.2532089148851,118.4571832999068
1981,final,0,NA,NA,Germany,Finland,1529.3859038611292,816.3694549296516
1981,final,0,NA,NA,Germany,Austria,725.84305208041,0
1981,final,0,NA,NA,Germany,Turkey,2327.3399829354635,1226.1493168707837
1981,final,8,NA,NA,Germany,Portugal,1844.1519191375137,1276.3803200519656
1981,final,0,NA,NA,Germany,Norway,1046.2494871125045,332.58871870302477
1981,final,6,NA,NA,Greece,United Kingdom,2390.94541820638,1887.8084792605086
1981,final,5,NA,NA,Greece,Germany,1929.9439725303862,971.1521066336906
1981,final,8,NA,NA,Greece,France,2098.0044075300084,886.7165462632787
1981,final,4,NA,NA,Greece,Switzerland,1658.2603139376422,1053.9119258357068
1981,final,10,NA,NA,Greece,Ireland,2853.8153319924504,2416.548928419011
1981,final,12,NA,NA,Greece,Cyprus,914.9267348069926,393.18107769609156
1981,final,0,NA,NA,Greece,Israel,1252.0065577379887,724.7071512689745
1981,final,0,NA,NA,Greece,Greece,0,0
1981,final,3,NA,NA,Greece,Netherlands,2161.517793415503,1594.0348934981128
1981,final,0,NA,NA,Greece,Sweden,2408.780777593859,1682.7220526273973
1981,final,0,NA,NA,Greece,Luxembourg,1906.4727153742804,1488.6301000356407
1981,final,0,NA,NA,Greece,Denmark,2136.776222249128,1620.4640961364844
1981,final,7,NA,NA,Greece,Belgium,2089.6290352871424,1525.4702505981359
1981,final,0,NA,NA,Greece,Spain,2368.4260089896898,1307.4080018202649
1981,final,2,NA,NA,Greece,Yugoslavia,807.1843871053173,0
1981,final,0,NA,NA,Greece,Finland,2469.1190021770885,2020.6102306532791
1981,final,0,NA,NA,Greece,Austria,1282.476031206599,768.3890262886734
1981,final,0,NA,NA,Greece,Turkey,818.1869230136712,0
1981,final,1,NA,NA,Greece,Portugal,2851.7710146890554,2180.018842069888
1981,final,0,NA,NA,Greece,Norway,2605.410750014397,2102.3326637973314
1981,final,10,NA,NA,Ireland,United Kingdom,462.93983954098337,0
1981,final,6,NA,NA,Ireland,Germany,956.1628533588056,822.3085470218589
1981,final,4,NA,NA,Ireland,France,777.3983443169765,412.8611897495693
1981,final,12,NA,NA,Ireland,Switzerland,1207.0989109687705,1087.376959625725
1981,final,0,NA,NA,Ireland,Ireland,0,0
1981,final,8,NA,NA,Ireland,Cyprus,3676.7791517900337,3582.0077331323982
1981,final,7,NA,NA,Ireland,Israel,4068.9885205258843,3922.7645909228995
1981,final,1,NA,NA,Ireland,Greece,2853.8153319924504,2416.548928419011
1981,final,0,NA,NA,Ireland,Netherlands,757.0477539198008,662.4154246549781
1981,final,0,NA,NA,Ireland,Sweden,1629.2618150946862,1154.173097261417
1981,final,0,NA,NA,Ireland,Luxembourg,950.3274720832562,880.7606091227283
1981,final,0,NA,NA,Ireland,Denmark,1238.341636637245,925.392338443612
1981,final,0,NA,NA,Ireland,Belgium,773.7638794986053,620.5655263266896
1981,final,3,NA,NA,Ireland,Spain,1451.0113654922723,863.7742223796687
1981,final,2,NA,NA,Ireland,Yugoslavia,2146.9475974484967,1568.3606410168102
1981,final,5,NA,NA,Ireland,Finland,2023.8586199283316,1650.9268568168086
1981,final,0,NA,NA,Ireland,Austria,1681.222964249275,1249.1713484390166
1981,final,0,NA,NA,Ireland,Turkey,3283.2039937832133,2703.121063944035
1981,final,0,NA,NA,Ireland,Portugal,1640.1084299400786,1040.0096056469395
1981,final,0,NA,NA,Ireland,Norway,1265.7608814916773,843.6795809767443
1981,final,12,NA,NA,Israel,United Kingdom,3607.566597338017,3382.1902309968737
1981,final,8,NA,NA,Israel,Germany,3121.9198061758343,2446.5590780384828
1981,final,7,NA,NA,Israel,France,3332.2249480637665,2451.9790070292565
1981,final,0,NA,NA,Israel,Switzerland,2894.4396760596023,2563.98023069969
1981,final,10,NA,NA,Israel,Ireland,4068.9885205258843,3922.7645909228995
1981,final,5,NA,NA,Israel,Cyprus,413.5844282089013,227.86046200377905
1981,final,0,NA,NA,Israel,Israel,0,0
1981,final,0,NA,NA,Israel,Greece,1252.0065577379887,724.7071512689745
1981,final,4,NA,NA,Israel,Netherlands,3344.504240605326,3071.8243069258583
1981,final,0,NA,NA,Israel,Sweden,3319.8371138417947,2940.3209065362794
1981,final,3,NA,NA,Israel,Luxembourg,3119.11047378437,2982.6761364291233
1981,final,0,NA,NA,Israel,Denmark,3188.8738535492616,2891.9145422610904
1981,final,1,NA,NA,Israel,Belgium,3296.082846117788,3020.489115646928
1981,final,6,NA,NA,Israel,Spain,3592.208941962409,2837.6384140110495
1981,final,0,NA,NA,Israel,Yugoslavia,1932.005766826219,1411.9490027163204
1981,final,2,NA,NA,Israel,Finland,3247.246461480426,3075.8499766170007
1981,final,0,NA,NA,Israel,Austria,2417.7841909133394,2202.62858901149
1981,final,0,NA,NA,Israel,Turkey,930.2667667418432,276.80154667364445
1981,final,0,NA,NA,Israel,Portugal,4059.468915331799,3732.7145214296534
1981,final,0,NA,NA,Israel,Norway,3611.300624685895,3356.5045884831998
1981,final,5,NA,NA,Luxembourg,United Kingdom,488.488066225859,337.255151388193
1981,final,3,NA,NA,Luxembourg,Germany,142.57359424078226,0
1981,final,12,NA,NA,Luxembourg,France,287.77922020582156,0
1981,final,8,NA,NA,Luxembourg,Switzerland,315.56848554177606,222.40914743659204
1981,final,10,NA,NA,Luxembourg,Ireland,950.3274720832562,880.7606091227283
